O_TAZID, O_Coordinate, D_TAZID, D_Coordinate, ODTime, ODDistance, DOTime, DODistance
969,"40.7682608222,-111.88966135" ,1075,"40.7635231122,-111.844001402" ,682,5167,685,5154
969,"40.7682608222,-111.88966136" ,742,"40.7810990702,-111.978586809" ,786,11743,1033,13641
969,"40.7682608222,-111.88966137" ,480,"41.1122950258,-111.983491621" ,2227,43641,2226,43751
969,"40.7682608222,-111.88966140" ,866,"40.6929929672,-111.955138624" ,907,15149,1118,14700
1153,"40.729610314,-111.850966055" ,972,"40.7660876563,-111.889660847" ,902,7266,895,7488
1530,"40.5456096957,-112.013648996" ,1400,"40.5172534,-112.0970321" ,733,9439,718,9564
1530,"40.5456096957,-112.013648996" ,972,"40.7660876563,-111.889660847" ,2110,37464,1963,37181
1743,"40.5504323408,-111.838388035" ,972,"40.7660876563,-111.889660847" ,1787,32376,1724,32304
1763,"40.5090001685,-111.875919321" ,1657,"40.6323959258,-111.811036752" ,1237,26430,1367,26130
925,"40.6580945156,-111.935229286" ,811,"40.7004608099,-112.027377005" ,1114,12478,1015,19044
925,"40.6580945156,-111.935229287" ,1254,"40.6370251116,-111.886162897" ,660,6996,639,8413
925,"40.6580945156,-111.935229288" ,1728,"40.5615693283,-111.894569839" ,861,14883,830,14856
1218,"40.6934674976,-111.874152094" ,1234,"40.6589866456,-111.892400751" ,567,5412,562,5394
1324,"40.6726892565,-111.818289797" ,1657,"40.6323959258,-111.811036752" ,492,7414,646,6449
1324,"40.6726892565,-111.818289798" ,1600,"40.5087626519,-111.899714647" ,1256,31027,1442,31503
1407,"40.519692227,-112.028651354" ,972,"40.7660876563,-111.889660847" ,2286,45430,2271,45114
852,"40.7002349733,-111.996183841" ,972,"40.7660876563,-111.889660847" ,1152,17078,1052,17626
852,"40.7002349733,-111.996183844" ,1600,"40.5087626519,-111.899714647" ,1487,31526,1492,31798
852,"40.7002349733,-111.996183845" ,1234,"40.6589866456,-111.892400751" ,1062,19938,1059,20072
637,"40.8605977528,-111.864157057" ,1657,"40.6323959258,-111.811036752" ,1855,40445,1812,39971
520,"41.0314446881,-111.953212183" ,669,"40.7768665731,-112.012243655" ,1538,40661,1647,42519
541,"41.0667418181,-111.953137427" ,565,"40.9845140308,-111.904247099" ,754,11877,697,11873
541,"41.0667418181,-111.953137428" ,480,"41.1122950258,-111.983491621" ,785,7506,676,7533
570,"40.985157543,-111.8864262" ,1234,"40.6589866456,-111.892400751" ,1573,39733,1584,39529
570,"40.985157543,-111.8864262" ,1075,"40.7635231122,-111.844001402" ,1894,31441,1874,31319
570,"40.985157543,-111.8864262" ,383,"41.1912699262,-111.943197091" ,1378,26282,1451,26931
469,"41.1174540933,-112.021162864" ,480,"41.1122950258,-111.983491621" ,663,5838,678,5984
359,"41.2202940206,-111.942716393" ,565,"40.9845140308,-111.904247099" ,1687,28888,1646,28941
359,"41.2202940206,-111.942716394" ,215,"41.2636773225,-111.998400377" ,814,9299,743,9296
359,"41.2202940206,-111.942716395" ,468,"41.098871553,-112.031130041" ,1371,21750,1419,19334
296,"41.1656460013,-112.036667143" ,480,"41.1122950258,-111.983491621" ,906,10637,893,10789
296,"41.1656460013,-112.036667144" ,364,"41.1916789322,-111.986637648" ,715,6446,586,6388
268,"41.1810342356,-112.112721726" ,327,"41.2248585899,-111.971789543" ,1083,15333,1014,14656
268,"41.1810342356,-112.112721727" ,383,"41.1912699262,-111.943197091" ,1402,18359,1393,18804
191,"41.3086296347,-111.959284707" ,480,"41.1122950258,-111.983491621" ,1755,32596,1716,32195
191,"41.3086296347,-111.959284708" ,972,"40.7660876563,-111.889660847" ,3037,73275,3006,75294
213,"41.2581611606,-112.015602982" ,327,"41.2248585899,-111.971789543" ,774,7787,748,8050
213,"41.2581611606,-112.015602983" ,609,"40.889133505,-111.888931822" ,1859,47974,1856,47782
467,"41.0963910392,-112.0549463" ,972,"40.7660876563,-111.889660847" ,2241,46681,2301,49155
467,"41.0963910392,-112.0549465" ,480,"41.1122950258,-111.983491621" ,1068,10234,1007,10707
934,"40.6457884605,-112.020107496" ,811,"40.7004608099,-112.027377005" ,536,6516,559,6516
46,"41.5094275697,-112.013403371" ,327,"41.2248585899,-111.971789543" ,1701,39305,1728,39021
969,"40.7682608222,-111.88966138" ,2098,"40.4290987165,-111.891886358" ,1735,41841,1865,41835
969,"40.7682608222,-111.88966139" ,2384,"40.2504896532,-111.649761944" ,3241,72800,3248,75775
